,Name, StationType, MeanAvgTemperature,yyyy-mm-dd
457,WARM SPRINGS CALIFORNIA, RAWS,43.7,2013-01-01
458,WEED AIRPORT CALIFORNIA, RAWS,33.0,2013-01-01
459,WESTWOOD CALIFORNIA, RAWS,34.4,2013-01-01
460,WHITE CLOUD CALIFORNIA, RAWS,45.1,2013-01-01
461,WHITTIER HILLS CALIFORNIA, RAWS,58.1,2013-01-01
462,WHITMORE CALIFORNIA, RAWS,45.8,2013-01-01
463,WILEY RIDGE CALIFORNIA, RAWS,53.0,2013-01-01
464,WOFFORD HEIGHTS CALIFORNIA, RAWS,44.0,2013-01-01
465,WOLVERTON CALIFORNIA, RAWS,43.2,2013-01-01
466,WOODACRE CALIFORNIA, RAWS,47.0,2013-01-01
467,WHITAKER PEAK CALIFORNIA, RAWS,44.9,2013-01-01
468,WHITE WOLF CALIFORNIA, RAWS,34.2,2013-01-01
469,YOLLA BOLLA CALIFORNIA, RAWS,41.6,2013-01-01
470,YUCCA VALLEY CALIFORNIA, RAWS,44.0,2013-01-01
471,YUROK CALIFORNIA, RAWS,44.7,2013-01-01
472,HAGAN'S MEADOW, Snotel,29.0,2013-01-01
473,BLUE LAKES, Snotel,24.9,2013-01-01
474,POISON FLAT, Snotel,25.4,2013-01-01
475,SONORA PASS, Snotel,27.4,2013-01-01
476,LEAVITT MEADOWS, Snotel,27.2,2013-01-01
477,VIRGINIA LAKES RIDGE, Snotel,27.7,2013-01-01
478,LOBDELL LAKE, Snotel,26.0,2013-01-01
479,EBBETTS PASS, Snotel,29.3,2013-01-01
480,HEAVENLY VALLEY, Snotel,30.0,2013-01-01
481,LEAVITT LAKE, Snotel,27.7,2013-01-01
482,SPRATT CREEK, Snotel,29.8,2013-01-01
483,MONITOR PASS, Snotel,29.6,2013-01-01
484,BURNSIDE LAKE, Snotel,23.5,2013-01-01
485,SUMMIT MEADOW, Snotel,28.0,2013-01-01
486,FORESTDALE CREEK, Snotel,30.9,2013-01-01
487,HORSE MEADOW, Snotel,30.7,2013-01-01
488,CARSON PASS, Snotel,28.5,2013-01-01
489,CROWDER FLAT, Snotel,29.2,2013-01-01
490,CEDAR PASS, Snotel,31.1,2013-01-01
491,DISMAL SWAMP, Snotel,27.8,2013-01-01
492,ADIN MTN, Snotel,26.2,2013-01-01
493,INDEPENDENCE CREEK, Snotel,26.6,2013-01-01
494,INDEPENDENCE CAMP, Snotel,28.6,2013-01-01
495,INDEPENDENCE LAKE, Snotel,30.2,2013-01-01
496,TRUCKEE #2, Snotel,29.9,2013-01-01
497,WARD CREEK #3, Snotel,31.2,2013-01-01
498,TAHOE CITY CROSS, Snotel,33.4,2013-01-01
499,SQUAW VALLEY G.C., Snotel,31.6,2013-01-01
500,CSS LAB, Snotel,31.5,2013-01-01
501,RUBICON #2, Snotel,32.0,2013-01-01
502,ECHO PEAK, Snotel,33.0,2013-01-01
503,FALLEN LEAF, Snotel,29.5,2013-01-01
504,CONVERSE CALIFORNIA, RAWS,41.6,2013-01-01
505,COOSKIE MOUNTAIN CALIFORNIA, RAWS,44.9,2013-01-01
506,CORRALITOS CALIFORNIA, RAWS,48.9,2013-01-01
507,COUNTY LINE CALIFORNIA, RAWS,70.8,2013-01-01
508,CAMP 9 CALIFORNIA, RAWS,45.3,2013-01-01
509,CRANE FLAT LOOKOUT CALIFORNIA, RAWS,39.7,2013-01-01
510,CRESTVIEW CALIFORNIA, RAWS,26.6,2013-01-01
511,CORNING CALIFORNIA, RAWS,45.1,2013-01-01
512,CARPENTER RIDGE CALIFORNIA, RAWS,41.4,2013-01-01
513,CRANSTON CALIFORNIA, RAWS,52.7,2013-01-01
514,CRAZY PEAK CALIFORNIA, RAWS,41.7,2013-01-01
515,CASHMAN CALIFORNIA, RAWS,31.7,2013-01-01
516,DESCANSO CALIFORNIA, RAWS,47.5,2013-01-01
517,DEVILS GARDEN CALIFORNIA, RAWS,27.4,2013-01-01
518,DIABLO GRANDE CALIFORNIA, RAWS,46.2,2013-01-01
519,DEMOCRAT CALIFORNIA, RAWS,49.1,2013-01-01
520,DINKEY CALIFORNIA, RAWS,33.0,2013-01-01
521,DOG VALLEY CALIFORNIA, RAWS,25.3,2013-01-01
522,DOYLE CALIFORNIA, RAWS,24.9,2013-01-01
523,DUNCAN CALIFORNIA, RAWS,36.5,2013-01-01
524,DEL VALLE CALIFORNIA, RAWS,54.2,2013-01-01
525,DEVORE CALIFORNIA, RAWS,52.8,2013-01-01
526,EAGLE PEAK CALIFORNIA, RAWS,44.1,2013-01-01
527,EEL RIVER CAMP CALIFORNIA, RAWS,44.9,2013-01-01
528,EEL RIVER CALIFORNIA, RAWS,43.0,2013-01-01
529,EL CARISO CALIFORNIA, RAWS,50.9,2013-01-01
530,MOUNT ELIZABETH CALIFORNIA, RAWS,42.7,2013-01-01
531,EL MIRAGE CALIFORNIA, RAWS,42.4,2013-01-01
532,ESPERANZA CALIFORNIA, RAWS,43.2,2013-01-01
533,FANCHER CREEK CALIFORNIA, RAWS,49.1,2013-01-01
534,FAWNSKIN CALIFORNIA, RAWS,33.0,2013-01-01
535,FENCE MEADOW CALIFORNIA, RAWS,43.3,2013-01-01
536,FORT HUNTER LIGGET CALIFORNIA, RAWS,46.3,2013-01-01
537,FIGUEROA CALIFORNIA, RAWS,50.5,2013-01-01
538,FISH CREEK MTN CALIFORNIA, RAWS,58.9,2013-01-01
539,FIVE MILE CALIFORNIA, RAWS,45.0,2013-01-01
540,FORESTHILL CALIFORNIA, RAWS,44.5,2013-01-01
541,FOUNTAIN SPRINGS CALIFORNIA, RAWS,45.4,2013-01-01
542,FREMONT CANYON CALIFORNIA, RAWS,55.4,2013-01-01
543,FRIEND MOUNTAIN CALIFORNIA, RAWS,40.2,2013-01-01
544,GASQUET CALIFORNIA, RAWS,42.6,2013-01-01
545,GRASSHOPPER CALIFORNIA, RAWS,27.5,2013-01-01
546,GOOSE VALLEY CALIFORNIA, RAWS,53.2,2013-01-01
547,GORDON CALIFORNIA, RAWS,27.7,2013-01-01
548,GREEN SPRING CALIFORNIA, RAWS,45.7,2013-01-01
549,HASTINGS CALIFORNIA, RAWS,49.4,2013-01-01
550,HAWKEYE CALIFORNIA, RAWS,48.9,2013-01-01
551,HAYFORK CALIFORNIA, RAWS,34.7,2013-01-01
552,HERNANDEZ CALIFORNIA, RAWS,45.5,2013-01-01
553,HIGH GLADE LOOKOUT CALIFORNIA, RAWS,43.0,2013-01-01
554,HIGH SIERRA CALIFORNIA, RAWS,32.3,2013-01-01
555,HOLLISTER CALIFORNIA, RAWS,47.6,2013-01-01
556,HUNTER MOUNTAIN CALIFORNIA, RAWS,33.5,2013-01-01
557,HORSE LAKE CALIFORNIA, RAWS,20.3,2013-01-01
558,HOOPA CALIFORNIA, RAWS,42.4,2013-01-01
559,HORSE THIEF SPRINGS CALIFORNIA, RAWS,40.3,2013-01-01
560,HURLEY CALIFORNIA, RAWS,42.5,2013-01-01
561,INDIAN WELL CALIFORNIA, RAWS,30.2,2013-01-01
562,JARBO GAP CALIFORNIA, RAWS,43.8,2013-01-01
563,JERSEYDALE CALIFORNIA, RAWS,42.5,2013-01-01
564,JOHNSONDALE CALIFORNIA, RAWS,36.8,2013-01-01
565,JUANITA LAKE CALIFORNIA, RAWS,34.3,2013-01-01
566,JULIAN CALIFORNIA, RAWS,42.4,2013-01-01
567,JUNIPER CREEK CALIFORNIA, RAWS,26.9,2013-01-01
568,KEENWILD CALIFORNIA, RAWS,44.1,2013-01-01
569,KETTLEMAN HILLS CALIFORNIA, RAWS,48.8,2013-01-01
570,KNOXVILLE CREEK CALIFORNIA, RAWS,47.2,2013-01-01
571,KONOCTI CALIFORNIA, RAWS,47.7,2013-01-01
572,LOS BANOS CALIFORNIA, RAWS,47.4,2013-01-01
573,MT. LAGUNA CALIFORNIA, RAWS,38.3,2013-01-01
574,LA HONDA CALIFORNIA, RAWS,49.4,2013-01-01
575,LA PANZA CALIFORNIA, RAWS,43.2,2013-01-01
576,LAURAL MOUNTAIN CALIFORNIA, RAWS,43.0,2013-01-01
577,LASSEN LODGE CALIFORNIA, RAWS,44.4,2013-01-01
578,LAUFMAN CALIFORNIA, RAWS,25.3,2013-01-01
579,LYONS VALLEY CALIFORNIA, RAWS,45.1,2013-01-01
580,LYTLE CREEK CALIFORNIA, RAWS,50.0,2013-01-01
581,MAD RIVER CALIFORNIA, RAWS,41.6,2013-01-01
582,MALIBU HILLS CALIFORNIA, RAWS,56.8,2013-01-01
583,MANZANITA LAKE CALIFORNIA, RAWS,33.5,2013-01-01
584,MILL CREEK (BDF) CALIFORNIA, RAWS,51.4,2013-01-01
585,MCGUIRES CALIFORNIA, RAWS,45.2,2013-01-01
586,MEANS LAKE CALIFORNIA, RAWS,43.7,2013-01-01
587,MENDOCINO PASS CALIFORNIA, RAWS,39.7,2013-01-01
588,METCALF GAP CALIFORNIA, RAWS,45.6,2013-01-01
589,MEYERS CALIFORNIA, RAWS,31.6,2013-01-01
590,MID HILLS CALIFORNIA, RAWS,39.0,2013-01-01
591,MILL CREEK (ANF) CALIFORNIA, RAWS,42.6,2013-01-01
592,MILO CALIFORNIA, RAWS,48.1,2013-01-01
593,MALLORY RIDGE CALIFORNIA, RAWS,45.6,2013-01-01
594,MONTECITO CALIFORNIA, RAWS,56.5,2013-01-01
595,MODOC NWR CALIFORNIA, RAWS,23.0,2013-01-01
596,MOUNTAIN REST CALIFORNIA, RAWS,43.8,2013-01-01
597,MARKLEEVILLE CALIFORNIA, RAWS,30.0,2013-01-01
598,MT. SHASTA CALIFORNIA, RAWS,34.7,2013-01-01
599,MARIPOSA CALIFORNIA, RAWS,44.1,2013-01-01
600,MT. DIABLO CALIFORNIA, RAWS,43.2,2013-01-01
601,MOUNT ZION CALIFORNIA, RAWS,45.6,2013-01-01
602,NORTH FORK CALIFORNIA, RAWS,44.5,2013-01-01
603,OAK KNOLL CALIFORNIA, RAWS,36.4,2013-01-01
604,OAK MOUNTAIN CALIFORNIA, RAWS,41.9,2013-01-01
605,OAK CREEK CALIFORNIA, RAWS,42.3,2013-01-01
606,OJAI CALIFORNIA, RAWS,46.8,2013-01-01
607,OAK GROVE CALIFORNIA, RAWS,48.2,2013-01-01
608,OAKLAND NORTH CALIFORNIA, RAWS,48.0,2013-01-01
609,OAK OPENING CALIFORNIA, RAWS,45.7,2013-01-01
610,OAKLAND SOUTH CALIFORNIA, RAWS,47.8,2013-01-01
611,OPAL MOUNTAIN CALIFORNIA, RAWS,46.8,2013-01-01
612,OWENS CAMP LOC CALIFORNIA, RAWS,40.9,2013-01-01
613,OWENS VALLEY CALIFORNIA, RAWS,40.2,2013-01-01
614,OZENA CALIFORNIA, RAWS,45.4,2013-01-01
615,PANAMINT CALIFORNIA, RAWS,36.9,2013-01-01
616,PARKFIELD CALIFORNIA, RAWS,44.5,2013-01-01
617,PATTY MOCUS CALIFORNIA, RAWS,44.6,2013-01-01
618,PINE HILLS CALIFORNIA, RAWS,46.5,2013-01-01
619,PIERCE CALIFORNIA, RAWS,33.1,2013-01-01
620,PINEHURST CALIFORNIA, RAWS,44.0,2013-01-01
621,PIKE COUNTY LOOKOUT CALIFORNIA, RAWS,45.5,2013-01-01
622,PILOT HILL CALIFORNIA, RAWS,44.5,2013-01-01
623,PARK RIDGE CALIFORNIA, RAWS,37.5,2013-01-01
624,PINNACLES CALIFORNIA, RAWS,48.7,2013-01-01
625,POPPY PARK CALIFORNIA, RAWS,43.7,2013-01-01
626,POTRERO CALIFORNIA, RAWS,48.4,2013-01-01
627,POVERTY CALIFORNIA, RAWS,47.9,2013-01-01
628,PANOCHE ROAD CALIFORNIA, RAWS,46.0,2013-01-01
629,PULGAS CALIFORNIA, RAWS,49.9,2013-01-01
630,QUARTZ HILL CALIFORNIA, RAWS,35.2,2013-01-01
631,QUINCY RD CALIFORNIA, RAWS,34.4,2013-01-01
632,RAVENDALE CALIFORNIA, RAWS,22.3,2013-01-01
633,RANCHITA CALIFORNIA, RAWS,43.0,2013-01-01
634,READER RANCH CALIFORNIA, RAWS,45.4,2013-01-01
635,REDDING AIRPORT CALIFORNIA, RAWS,45.1,2013-01-01
636,RICE VALLEY CALIFORNIA, RAWS,51.1,2013-01-01
637,ROCK CREEK, RAWS,28.3,2013-01-01
638,RODEO VALLEY, RAWS,40.1,2013-01-01
639,ROSE VALLEY CALIFORNIA, RAWS,41.2,2013-01-01
640,ROUND MOUNTAIN, RAWS,31.5,2013-01-01
641,ROSE PEAK CALIFORNIA, RAWS,45.8,2013-01-01
642,RUSH CREEK CALIFORNIA, RAWS,35.0,2013-01-01
643,RUTH CALIFORNIA, RAWS,39.8,2013-01-01
644,SACRAMENTO NWR CALIFORNIA, RAWS,46.2,2013-01-01
645,SADDLEBACK BUTTE CALIFORNIA, RAWS,41.5,2013-01-01
646,SAUGUS CALIFORNIA, RAWS,52.9,2013-01-01
647,SAWYERS BAR CALIFORNIA, RAWS,37.8,2013-01-01
648,SANTA BARBARA ISLAND CALIFORNI, RAWS,60.9,2013-01-01
649,SANTA CRUZ ISLAND CALIFORNIA, RAWS,53.6,2013-01-01
650,SCORPION CALIFORNIA, RAWS,41.9,2013-01-01
651,SODA CREEK CALIFORNIA, RAWS,38.6,2013-01-01
652,SADDLEBACK CALIFORNIA, RAWS,37.3,2013-01-01
653,SECRET TOWN CALIFORNIA, RAWS,43.9,2013-01-01
654,LAYTONVILLE CALIFORNIA, RAWS,42.8,2013-01-01
655,LADDER BUTTE CALIFORNIA, RAWS,34.7,2013-01-01
656,LEO CARRILLO CALIFORNIA, RAWS,58.3,2013-01-01
657,LOS GATOS CALIFORNIA, RAWS,48.4,2013-01-01
658,LOST HORSE CALIFORNIA, RAWS,39.6,2013-01-01
659,LINCOLN CALIFORNIA, RAWS,44.4,2013-01-01
660,LOWER KLAMATH CALIFORNIA, RAWS,24.3,2013-01-01
661,LOS PRIETOS CALIFORNIA, RAWS,51.9,2013-01-01
662,LAS TABLAS CALIFORNIA, RAWS,44.7,2013-01-01
663,LITTLE TUJUNGA CALIFORNIA, RAWS,53.8,2013-01-01
664,SANTA FE DAM CALIFORNIA, RAWS,58.7,2013-01-01
665,SHAVER CALIFORNIA, RAWS,35.2,2013-01-01
666,SCHOOL HOUSE CALIFORNIA, RAWS,43.0,2013-01-01
667,SHIP MTN. CALIFORNIA, RAWS,39.3,2013-01-01
668,SHADEQUARTER CALIFORNIA, RAWS,44.0,2013-01-01
669,SIMS CALIFORNIA, RAWS,41.5,2013-01-01
670,SLATER BUTTE CALIFORNIA, RAWS,35.3,2013-01-01
671,SAN MIGUEL CALIFORNIA, RAWS,57.3,2013-01-01
672,SAN LUIS NWR CALIFORNIA, RAWS,44.2,2013-01-01
673,SANTA RITA CALIFORNIA, RAWS,42.2,2013-01-01
674,SOLDIER MOUNTAIN CALIFORNIA, RAWS,33.5,2013-01-01
675,SOMES BAR CALIFORNIA, RAWS,42.4,2013-01-01
676,SQUAW SPRINGS CALIFORNIA, RAWS,46.1,2013-01-01
677,SQUAW LAKE CALIFORNIA, RAWS,55.6,2013-01-01
0,IMPERIAL, COOP,57.4,2013-02-01
1,EL CAPITAN DAM, COOP,51.4,2013-02-01
2,POWAY VALLEY, COOP,54.4,2013-02-01
3,JULIAN CDF, COOP,43.8,2013-02-01
4,CARLSBAD MCCLELLAN PALOMAR AP, WBAN,54.9,2013-02-01
5,HENSHAW DAM, COOP,43.5,2013-02-01
6,VISTA, COOP,54.9,2013-02-01
7,OCEANSIDE MARINA, COOP,53.4,2013-02-01
8,BORREGO DESERT PARK, COOP,58.2,2013-02-01
9,PALOMAR MTN OBSERVATORY, COOP,41.1,2013-02-01
10,MECCA FIRE STATION, COOP,58.7,2013-02-01
11,BLYTHE ASOS, WBAN,56.6,2013-02-01
12,DESERT RESORTS REGIONAL AP, WBAN,55.5,2013-02-01
13,MT WILSON CBS, COOP,44.2,2013-02-01
14,VAN NUYS AP, WBAN,53.4,2013-02-01
15,CAMARILLO AP, WBAN,54.3,2013-02-01
16,OXNARD VENTURA COUNTY AP, WBAN,53.3,2013-02-01
17,PARKER RESRVOIR, COOP,52.4,2013-02-01
18,BIG BEAR LAKE, COOP,32.3,2013-02-01
19,SANTA BARBARA MUNI AP, WBAN,52.2,2013-02-01
20,CULVER CITY, COOP,55.4,2013-02-01
21,SANTA MONICA MUNICIPAL AP, WBAN,55.3,2013-02-01
22,SANTA MONICA PIER, COOP,56.8,2013-02-01
23,ONTARIO INTL AP, WBAN,54.4,2013-02-01
24,POMONA/FAIRPLEX, COOP,53.9,2013-02-01
25,U C L A, COOP,57.8,2013-02-01
26,IRON MOUNTAIN, COOP,57.2,2013-02-01
27,TWENTYNINE PALMS, COOP,54.3,2013-02-01
28,JOSHUA TREE, COOP,49.3,2013-02-01
29,SAN GABRIEL FIRE DEPT, COOP,55.8,2013-02-01
30,POINT MUGU NF, WBAN,56.7,2013-02-01
31,SAN GABRIEL CANYON PH, COOP,58.4,2013-02-01
32,WOODLAND HILLS PIERCE COLLEGE, COOP,54.5,2013-02-01
33,MOJAVE, COOP,47.1,2013-02-01
34,PISMO BEACH, COOP,51.4,2013-02-01
35,BAKER, WBAN,52.2,2013-02-01
36,SALINAS DAM, COOP,49.0,2013-02-01
37,RANDSBURG, COOP,46.8,2013-02-01
38,SANTA MARGARITA BOOST, COOP,49.7,2013-02-01
39,MORRO BAY FIRE DEPT, COOP,54.9,2013-02-01
40,BAKERSFIELD AP, WBAN,51.3,2013-02-01
41,BUTTONWILLOW, COOP,50.5,2013-02-01
42,GLENNVILLE, COOP,39.7,2013-02-01
43,TRONA, COOP,49.8,2013-02-01
44,DELANO, COOP,49.8,2013-02-01
45,ELSINORE, COOP,53.8,2013-02-01
46,SANTA ANA JOHN WAYNE AP, WBAN,55.4,2013-02-01
47,HAYFIELD PUMPING PLANT, COOP,53.7,2013-02-01
48,IDYLLWILD FIRE DEPT, COOP,40.0,2013-02-01
49,SAN JACINTO RS, COOP,52.3,2013-02-01
50,HEMET, COOP,52.6,2013-02-01
51,SANTA ANA FIRE STATION, COOP,57.1,2013-02-01
52,EAGLE MOUNTAIN, COOP,56.1,2013-02-01
53,PALM SPRINGS, COOP,59.5,2013-02-01
54,LONG BEACH DAUGHERTY AP, WBAN,56.2,2013-02-01
55,FULLERTON MUNICIPAL AP, WBAN,58.5,2013-02-01
56,MARCH AFB, WBAN,48.1,2013-02-01
57,HAWTHORNE MUNICIPAL AP, WBAN,57.0,2013-02-01
58,LOS ANGELES INTL AP, WBAN,56.1,2013-02-01
59,RIVERSIDE FIRE STATION 3, COOP,55.7,2013-02-01
60,RIVERSIDE MUNICIPAL AP, WBAN,53.8,2013-02-01
61,CHINO AP, WBAN,51.8,2013-02-01
62,VICTORVILLE, COOP,46.6,2013-02-01
63,GIBRALTAR DAM NO. 2, COOP,49.9,2013-02-01
64,AMBOY, COOP,53.4,2013-02-01
65,PALMDALE, COOP,48.0,2013-02-01
66,SAUGUS POWER PLANT 1, COOP,48.6,2013-02-01
67,CACHUMA LAKE, COOP,50.1,2013-02-01
68,SALSIPUEDES GAGING STATION, COOP,48.6,2013-02-01
69,PALMDALE AP, WBAN,46.6,2013-02-01
70,LOMPOC, COOP,51.5,2013-02-01
71,LANCASTER, WBAN,45.5,2013-02-01
72,SANDBERG, WBAN,46.2,2013-02-01
73,LEBEC, WBAN,42.2,2013-02-01
74,NEW CUYAMA FIRE STATION, COOP,46.9,2013-02-01
75,TWITCHELL DAM, COOP,55.0,2013-02-01
76,KETTLEMAN CITY, COOP,48.6,2013-02-01
77,HAIWEE, COOP,47.6,2013-02-01
78,CORCORAN IRRIGATION DIST., COOP,49.2,2013-02-01
79,COALINGA, WBAN,48.5,2013-02-01
80,KING CITY, COOP,50.1,2013-02-01
81,LINDSAY, COOP,48.3,2013-02-01
82,BIG SUR STATION, COOP,49.5,2013-02-01
83,VISALIA, COOP,48.4,2013-02-01
84,FIVE POINTS 5 SSW, COOP,50.0,2013-02-01
85,ASH MOUNTAIN, COOP,48.2,2013-02-01
86,SO ENTRANCE YOSEMITE N.P., COOP,34.8,2013-02-01
87,NEWARK, COOP,50.6,2013-02-01
88,MODESTO CITY COUNTY AP, WBAN,49.3,2013-02-01
89,HAYWARD AIR TERMINAL, WBAN,50.3,2013-02-01
90,TRACY CARBONA, COOP,48.9,2013-02-01
91,LIVERMORE MUNICIPAL AP, WBAN,48.5,2013-02-01
92,OAKLAND METROPOLITAN INTL AP, WBAN,51.5,2013-02-01
93,SAN FRANCISCO DOWNTOWN, WBAN,52.4,2013-02-01
94,SAN FRANCISCO OCEANSIDE, COOP,49.5,2013-02-01
95,GROVELAND 2, COOP,41.2,2013-02-01
96,TRACY PUMPING PLANT, COOP,51.4,2013-02-01
97,OAKLAND MUSEUM, COOP,53.6,2013-02-01
98,TUOLUMNE MEADOWS R.S., COOP,22.0,2013-02-01
99,MOUNT DIABLO JUNCTION, COOP,48.3,2013-02-01
100,STOCKTON METROPOLITAN AP, WBAN,48.5,2013-02-01
101,PACIFIC HOUSE, COOP,37.9,2013-02-01
102,CLOVERDALE, COOP,51.9,2013-02-01
103,SOUTH LAKE TAHOE AP, WBAN,30.9,2013-02-01
104,GEORGETOWN RS, COOP,45.2,2013-02-01
105,AUBURN, COOP,47.8,2013-02-01
106,CLEARLAKE 4 SE, COOP,46.9,2013-02-01
107,MARYSVILLE YUBA COUNTY AP, WBAN,49.2,2013-02-01
108,UKIAH MUNICIPAL AP, WBAN,48.4,2013-02-01
109,AUBERRY 2 NW, COOP,46.3,2013-02-01
110,LOS BANOS, COOP,50.3,2013-02-01
111,BEN LOMOND NO. 4, COOP,52.6,2013-02-01
112,MORGAN HILL, COOP,,2013-02-01
113,NORTH FORK RS, COOP,42.5,2013-02-01
114,LOS GATOS, COOP,48.7,2013-02-01
115,NEWMAN, COOP,50.3,2013-02-01
116,MOUNT HAMILTON, WBAN,42.9,2013-02-01
117,BISHOP AP, WBAN,41.1,2013-02-01
118,MOFFETT FEDERAL AIRFIELD, WBAN,50.8,2013-02-01
119,WOODSIDE FIRE STATION 1, COOP,50.4,2013-02-01
120,PALO ALTO, COOP,48.1,2013-02-01
121,REDWOOD CITY, COOP,50.2,2013-02-01
122,HALF MOON BAY, COOP,48.1,2013-02-01
123,THREE RIVERS EDISON PH 1, COOP,47.6,2013-02-01
124,PINNACLES NM, COOP,47.9,2013-02-01
125,CARMEL VALLEY, COOP,49.5,2013-02-01
126,LODGEPOLE, COOP,26.6,2013-02-01
127,MONTEREY, COOP,50.6,2013-02-01
128,SALINAS NO. 2, COOP,50.2,2013-02-01
129,SALINAS AP, WBAN,50.3,2013-02-01
130,GRANT GROVE, COOP,33.8,2013-02-01
131,PINE FLAT DAM, COOP,49.3,2013-02-01
132,HOLLISTER 2, COOP,48.8,2013-02-01
133,BALCH POWER HOUSE, COOP,46.0,2013-02-01
134,WATSONVILLE WATERWORKS, COOP,50.2,2013-02-01
135,FRIANT GOVERNMENT CAMP, COOP,49.2,2013-02-01
136,MADERA, COOP,47.8,2013-02-01
137,GILROY, COOP,50.2,2013-02-01
138,GRASS VALLEY NO. 2, COOP,43.6,2013-02-01
139,BLUE CANYON AP, WBAN,39.9,2013-02-01
140,NEVADA CITY, COOP,43.5,2013-02-01
141,TRUCKEE AIRPORT, WBAN,27.4,2013-02-01
142,DONNER MEMORIAL ST PARK, COOP,29.0,2013-02-01
143,BOCA, COOP,29.1,2013-02-01
144,POTTER VALLEY POWERHOUSE, COOP,47.9,2013-02-01
145,OROVILLE, COOP,50.5,2013-02-01
146,OROVILLE MUNICIPAL AP, WBAN,49.1,2013-02-01
147,SIERRAVILLE RS, COOP,32.6,2013-02-01
148,STRAWBERRY VALLEY, COOP,41.0,2013-02-01
149,STONY GORGE RESERVOIR, COOP,47.0,2013-02-01
150,RICHMOND, COOP,52.5,2013-02-01
151,MUIR WOODS, COOP,51.6,2013-02-01
152,SONORA, COOP,43.1,2013-02-01
153,ANTIOCH PUMPING PLANT #3, COOP,52.1,2013-02-01
154,CONCORD BUCHANAN FIELD, WBAN,49.4,2013-02-01
155,CONCORD WASTEWATER PLANT, COOP,51.9,2013-02-01
156,SAN RAFAEL-CIVIC CENTER, COOP,52.2,2013-02-01
157,KENTFIELD, COOP,51.3,2013-02-01
158,MARTINEZ WATER PLANT, COOP,49.5,2013-02-01
159,BODIE CALIFORNIA STATE HISTORIC PARK, COOP,20.6,2013-02-01
160,NAPA COUNTY AIRPORT, WBAN,47.9,2013-02-01
161,BRIDGEPORT, COOP,27.8,2013-02-01
162,TRAVIS FIELD AFB, WBAN,50.2,2013-02-01
163,FAIRFIELD, COOP,51.6,2013-02-01
164,PARADISE, COOP,50.0,2013-02-01
165,COVELO, COOP,,2013-02-01
166,VINTON, COOP,41.9,2013-02-01
167,PORTOLA, COOP,32.2,2013-02-01
168,DOYLE 4 SSE, COOP,36.3,2013-02-01
169,CHESTER, COOP,34.0,2013-02-01
170,MINERAL, COOP,33.1,2013-02-01
171,SONOMA, COOP,50.5,2013-02-01
172,SUTTER HILL CDF, COOP,50.2,2013-02-01
173,GRATON, COOP,49.8,2013-02-01
174,OCCIDENTAL, COOP,49.4,2013-02-01
175,SACRAMENTO EXECUTIVE AP, WBAN,49.1,2013-02-01
176,WINTERS, WBAN,50.6,2013-02-01
177,LAKE SOLANO, COOP,50.0,2013-02-01
178,SAINT HELENA, COOP,51.9,2013-02-01
179,FORT ROSS, COOP,49.7,2013-02-01
180,SACRAMENTO 5ESE, WBAN,51.4,2013-02-01
181,ANGWIN PACIFIC UNION COLLEGE, COOP,48.6,2013-02-01
182,CALISTOGA, COOP,50.6,2013-02-01
183,WOODLAND 1 WNW, COOP,51.0,2013-02-01
184,PLACERVILLE IFG, COOP,46.0,2013-02-01
185,SACRAMENTO METROPOLITAN AP, WBAN,48.8,2013-02-01
186,SCOTIA, COOP,47.8,2013-02-01
187,MANZANITA LAKE, COOP,32.0,2013-02-01
188,WHISKEYTOWN RESERVOIR, COOP,48.9,2013-02-01
189,SHASTA DAM, COOP,51.2,2013-02-01
190,TRINITY RIVER HATCHERY, COOP,42.9,2013-02-01
191,BIG BAR 4 E, COOP,44.0,2013-02-01
192,WILLOW CREEK 1 NW, COOP,46.3,2013-02-01
193,DAGGETT AP, WBAN,51.1,2013-02-01
194,MERCED, COOP,47.7,2013-02-01
195,SAN DIEGO MONTGOMERY FIELD, WBAN,54.5,2013-02-01
196,SAN DIEGO INTERNATIONAL AP, WBAN,56.3,2013-02-01
197,SAN DIEGO MIRAMAR NAS, WBAN,54.5,2013-02-01
198,NORTH ISLAND NAS, WBAN,56.7,2013-02-01
199,SAN FRANCISCO INTERNATIONAL AP, WBAN,50.9,2013-02-01
200,SAN LUIS OBISPO MCCHESNEY FIELD, WBAN,51.2,2013-02-01
201,CEDARVILLE, COOP,34.4,2013-02-01
202,CHICO UNIVERSITY FARM, COOP,48.6,2013-02-01
203,CHULA VISTA, COOP,55.0,2013-02-01
204,COLFAX, COOP,48.6,2013-02-01
205,CUYAMACA, COOP,40.1,2013-02-01
206,DAVIS 2 WSW EXP FARM, COOP,49.6,2013-02-01
207,DEATH VALLEY, COOP,60.6,2013-02-01
208,FAIRMONT, COOP,48.6,2013-02-01
209,FORT BRAGG 5 N, COOP,44.8,2013-02-01
210,HANFORD 1 S, COOP,48.3,2013-02-01
211,HAPPY CAMP RANGER STATION, COOP,41.9,2013-02-01
212,INDIO FIRE STATION, COOP,61.0,2013-02-01
213,LEMON COVE, COOP,50.2,2013-02-01
214,LIVERMORE, COOP,48.9,2013-02-01
215,LODI, COOP,48.4,2013-02-01
216,MERCED MUNICIPAL AP, WBAN,48.6,2013-02-01
217,NAPA STATE HOSPITAL, COOP,50.6,2013-02-01
